1,1,1,1,1,5,18,45,60
1,1,1,1,1,4,14,33,45
1,1,1,2,2,3,6,14,18
1,1,3,6,7,6,4,4,5
1,3,9,22,30,22,10,3,2
2,6,22,55,74,55,22,6,2
2,7,30,74,100,74,30,7,2
2,6,22,55,74,55,22,6,2
1,3,9,22,30,22,9,3,1
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,2,6,22,55,74,55,22,6
1,2,7,30,74,100,74,30,7
1,2,6,22,55,74,55,22,6
1,2,3,10,22,30,22,9,3
4,5,4,4,6,7,6,3,1
14,18,14,6,3,2,2,1,1
33,45,33,14,4,1,1,1,1
45,60,45,18,5,1,1,1,1
33,45,33,14,4,1,1,1,1
