34,34,34,34,35,38,45,49,45
34,34,34,34,35,40,49,54,49
34,34,34,34,35,38,45,49,45
34,34,34,34,35,36,38,40,38
34,35,36,36,36,35,35,35,35
35,37,41,44,41,37,35,34,34
36,41,52,58,52,41,36,34,34
36,44,58,67,58,44,36,34,34
36,41,52,58,52,41,36,34,34
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
1,1,1,2,6,14,18,14,6
1,1,1,4,14,33,45,33,14
1,1,1,5,18,45,60,45,18
1,1,1,4,14,33,45,33,14
1,2,2,3,6,14,18,14,6
3,6,7,6,4,4,5,4,2
9,22,30,22,10,3,2,1,1
22,55,74,55,22,6,2,1,1
30,74,100,74,30,7,2,1,1
