34,34,35,37,43,46,43,37,35
34,34,35,39,46,50,46,39,35
34,34,35,37,43,46,43,37,35
34,34,34,35,37,39,37,35,34
34,35,35,34,35,35,35,34,34
36,37,36,35,34,34,34,34,34
39,41,39,36,34,34,34,34,34
41,44,41,37,35,34,34,34,34
39,41,39,36,34,34,34,34,34
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
51,51,51,51,52,53,54,53,52
51,51,51,51,53,56,58,56,53
51,51,51,52,54,58,61,58,54
51,51,51,51,53,56,58,56,53
51,51,51,51,52,53,54,53,52
51,52,52,52,51,52,52,51,51
52,54,56,54,52,51,51,51,51
54,60,63,60,54,52,51,51,51
56,63,67,63,56,52,51,51,51
